4.417547225952148438e+01 -2.573063087463378906e+01 1.000000000000000000e+00
4.401356506347656250e+01 -2.563774299621582031e+01 1.000000000000000000e+00
4.441938781738281250e+01 -2.574392890930175781e+01 1.000000000000000000e+00
4.420405578613281250e+01 -2.617349624633789062e+01 1.000000000000000000e+00
4.419626617431640625e+01 -2.603294754028320312e+01 1.000000000000000000e+00
4.443067932128906250e+01 -2.596189308166503906e+01 1.000000000000000000e+00
4.434801483154296875e+01 -2.553668022155761719e+01 1.000000000000000000e+00
4.418438339233398438e+01 -2.571915817260742188e+01 1.000000000000000000e+00
4.444387817382812500e+01 -2.579833412170410156e+01 1.000000000000000000e+00
4.448871994018554688e+01 -2.574410438537597656e+01 1.000000000000000000e+00
4.400664901733398438e+01 -2.600385856628417969e+01 1.000000000000000000e+00
4.453292846679687500e+01 -2.560591888427734375e+01 1.000000000000000000e+00
4.427082824707031250e+01 -2.608086204528808594e+01 1.000000000000000000e+00
4.437960815429687500e+01 -2.591419601440429688e+01 1.000000000000000000e+00
4.422236251831054688e+01 -2.561939620971679688e+01 1.000000000000000000e+00
4.401902008056640625e+01 -2.592222404479980469e+01 1.000000000000000000e+00
4.461387252807617188e+01 -2.565945625305175781e+01 1.000000000000000000e+00
4.449421310424804688e+01 -2.585194587707519531e+01 1.000000000000000000e+00
4.424332046508789062e+01 -2.663204956054687500e+01 1.000000000000000000e+00
4.425857925415039062e+01 -2.606521797180175781e+01 1.000000000000000000e+00
4.430199813842773438e+01 -2.616702842712402344e+01 1.000000000000000000e+00
1.153934478759765625e+01 -4.412332916259765625e+01 2.000000000000000000e+00
1.117444324493408203e+01 -4.475541687011718750e+01 2.000000000000000000e+00
1.136583423614501953e+01 -4.442409133911132812e+01 2.000000000000000000e+00
1.140947341918945312e+01 -4.429729080200195312e+01 2.000000000000000000e+00
1.130439949035644531e+01 -4.431837081909179688e+01 2.000000000000000000e+00
1.145163154602050781e+01 -4.433498382568359375e+01 2.000000000000000000e+00
1.132272720336914062e+01 -4.445582199096679688e+01 2.000000000000000000e+00
1.158299732208251953e+01 -4.434287643432617188e+01 2.000000000000000000e+00
1.133876037597656250e+01 -4.449526596069335938e+01 2.000000000000000000e+00
1.126398849487304688e+01 -4.427570724487304688e+01 2.000000000000000000e+00
1.146785926818847656e+01 -4.420821762084960938e+01 2.000000000000000000e+00
